id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
4326,38,blue-collar,married,secondary,NA,266,yes,no,0,NA,287,0,0
4327,29,admin.,single,secondary,telephone,196,no,no,0,NA,268,0,0
4328,25,student,single,secondary,telephone,3165,no,no,0,NA,251,0,0
4329,31,blue-collar,single,secondary,cellular,350,yes,no,0,NA,383,0,0
4330,44,self-employed,married,tertiary,cellular,233,yes,yes,0,NA,161,0,0
4331,41,admin.,married,tertiary,telephone,1,yes,no,3,low,327,259.35,0
4332,47,management,married,tertiary,cellular,6637,yes,no,0,NA,174,0,0
4333,44,services,married,secondary,NA,-1621,yes,yes,0,NA,171,0,0
4334,51,management,divorced,tertiary,cellular,45,no,no,0,NA,95,0,0
4335,39,management,married,NA,cellular,1253,no,no,0,NA,337,0,0
4336,40,admin.,single,secondary,cellular,315,yes,no,0,NA,44,0,0
4337,45,entrepreneur,married,tertiary,cellular,169,no,no,0,NA,391,0,0
4338,46,services,married,secondary,cellular,327,yes,yes,0,NA,148,0,0
4339,59,retired,married,primary,NA,646,yes,no,0,NA,140,0,0
4340,57,technician,married,secondary,NA,197,no,no,0,NA,32,0,0
4341,28,management,single,secondary,cellular,-994,yes,yes,0,NA,174,0,0
4342,25,technician,single,secondary,cellular,50,yes,no,0,NA,191,0,0
4343,32,self-employed,married,secondary,cellular,67,no,no,0,NA,153,0,0
4344,31,blue-collar,married,secondary,cellular,492,yes,no,0,NA,99,0,0
4345,31,technician,single,tertiary,NA,491,yes,no,0,NA,237,0,0
4346,50,technician,married,secondary,NA,1541,yes,no,0,NA,744,0,0
4347,43,entrepreneur,married,secondary,NA,150,yes,yes,0,NA,226,0,0
4348,24,student,single,secondary,telephone,547,no,no,0,NA,60,0,0
4349,40,services,divorced,secondary,cellular,160,no,no,0,NA,123,0,0
4350,37,technician,divorced,secondary,cellular,630,yes,no,0,NA,28,0,0
4351,48,blue-collar,married,secondary,NA,653,yes,no,0,NA,24,0,0
4352,55,blue-collar,divorced,NA,cellular,1545,yes,no,2,low,59,0,0
4353,43,management,married,tertiary,NA,19,yes,no,0,NA,126,0,0
4354,35,technician,single,secondary,NA,11423,yes,no,0,NA,107,0,0
4355,47,blue-collar,divorced,secondary,cellular,1480,yes,no,1,low,144,0,0
4356,26,technician,single,tertiary,cellular,291,no,yes,0,NA,393,0,0
4357,29,technician,married,primary,NA,1761,yes,no,0,NA,186,0,0
4358,35,services,married,secondary,cellular,-12,no,no,0,NA,83,0,0
4359,38,entrepreneur,single,tertiary,NA,638,yes,no,0,NA,150,0,0
4360,36,blue-collar,married,secondary,cellular,4986,yes,no,0,NA,139,0,0
4361,35,technician,single,NA,cellular,726,yes,no,0,NA,163,0,0
4362,45,services,divorced,secondary,cellular,88,no,yes,0,NA,332,0,0
4363,38,blue-collar,married,secondary,NA,1627,no,no,0,NA,1323,566.88,0
4364,59,retired,married,secondary,cellular,2291,no,yes,0,NA,127,0,0
4365,32,blue-collar,single,secondary,cellular,1143,yes,yes,0,NA,412,0,0
4366,37,management,married,tertiary,cellular,293,yes,no,4,low,304,0,0
4367,34,blue-collar,married,primary,NA,500,yes,no,0,NA,324,0,0
4368,38,technician,married,secondary,cellular,54,yes,yes,2,low,236,0,0
4369,36,technician,married,secondary,cellular,318,no,no,0,NA,295,0,0
4370,59,housemaid,divorced,primary,telephone,502,yes,no,0,NA,27,0,0
4371,24,technician,single,tertiary,NA,596,yes,no,0,NA,451,0,0
4372,28,admin.,single,secondary,cellular,-181,yes,yes,4,low,429,0,0
4373,47,technician,married,secondary,NA,-149,no,yes,0,NA,504,0,0
4374,34,admin.,married,tertiary,cellular,35,yes,no,2,low,76,0,0
4375,40,admin.,single,secondary,NA,2378,yes,no,0,NA,65,0,0
4376,38,entrepreneur,married,secondary,cellular,0,yes,no,0,NA,202,0,0
4377,37,admin.,married,secondary,cellular,1314,yes,no,9,low,74,0,0
4378,49,services,married,secondary,telephone,280,yes,no,0,NA,162,0,0
4379,31,management,single,tertiary,cellular,6495,no,no,3,low,383,0,0
4380,43,admin.,single,secondary,NA,-495,yes,yes,0,NA,131,0,0
4381,58,retired,divorced,secondary,cellular,1080,yes,no,0,NA,1058,362.09,0
4382,49,blue-collar,divorced,primary,cellular,0,yes,no,0,NA,468,0,0
4383,30,technician,single,tertiary,cellular,1646,no,no,6,NA,251,0,0
4384,62,retired,married,primary,cellular,1742,no,no,6,NA,167,602.89,0
4385,51,admin.,married,tertiary,telephone,26,yes,no,0,NA,51,0,0
4386,28,technician,single,secondary,cellular,31,no,no,0,NA,323,0,0
4387,58,self-employed,married,secondary,NA,0,yes,no,0,NA,272,0,0
4388,46,technician,married,tertiary,cellular,-582,yes,no,9,NA,245,0,0
4389,28,blue-collar,single,secondary,cellular,2909,no,no,0,NA,205,0,0
4390,38,technician,divorced,secondary,cellular,0,yes,no,0,NA,867,0,0
4391,47,unemployed,married,primary,telephone,168,yes,no,1,NA,66,0,0
4392,30,student,single,secondary,telephone,2046,no,no,1,low,595,452.08,0
4393,41,admin.,married,secondary,NA,1309,yes,no,0,NA,568,0,0
4394,39,admin.,divorced,secondary,cellular,223,yes,yes,0,NA,115,0,0
4395,38,technician,married,secondary,cellular,2264,yes,no,0,NA,204,0,0
4396,40,blue-collar,divorced,primary,cellular,71,yes,no,0,NA,225,0,0
4397,46,blue-collar,divorced,primary,cellular,-35,yes,no,0,NA,69,0,0
4398,42,blue-collar,married,secondary,NA,103,no,no,0,NA,95,0,0
4399,45,technician,married,secondary,NA,639,yes,no,0,NA,192,0,0
4400,57,management,married,tertiary,NA,9103,no,yes,0,NA,1098,1003.1,0
4401,54,management,single,tertiary,NA,1439,yes,no,0,NA,809,0,0
4402,49,technician,married,secondary,NA,-353,yes,yes,0,NA,123,0,0
4403,35,management,married,tertiary,NA,820,yes,no,0,NA,287,0,0
4404,65,retired,married,tertiary,cellular,162,no,no,2,low,280,0,0
4405,35,technician,single,tertiary,cellular,364,no,yes,3,low,162,0,0
4406,32,admin.,single,secondary,cellular,4344,yes,no,3,low,79,0,0
4407,24,student,single,tertiary,cellular,834,no,no,0,NA,679,346.15,0
4408,30,technician,single,tertiary,NA,419,yes,yes,0,NA,299,0,0
4409,45,technician,married,secondary,cellular,1081,yes,no,0,NA,127,0,0
4410,47,management,divorced,tertiary,cellular,697,yes,no,0,NA,139,0,0
4411,57,unemployed,married,primary,cellular,2743,no,no,0,NA,89,0,0
4412,34,services,married,secondary,NA,22,yes,no,0,NA,344,0,0
4413,43,blue-collar,married,secondary,cellular,511,yes,no,0,NA,67,0,0
4414,26,admin.,single,secondary,cellular,255,no,no,0,NA,190,274.62,0
4415,58,services,married,primary,telephone,443,no,no,1,low,41,0,0
4416,33,management,divorced,tertiary,cellular,0,no,no,0,NA,305,0,0
4417,29,management,single,tertiary,cellular,2907,yes,no,0,NA,150,0,0
4418,31,management,married,tertiary,cellular,0,yes,no,0,NA,47,0,0
4419,41,technician,married,secondary,cellular,-1,no,yes,0,NA,406,0,0
4420,38,technician,single,tertiary,cellular,23,no,no,0,NA,194,0,0
4421,36,self-employed,single,tertiary,cellular,351,no,no,1,low,78,0,0
4422,31,technician,married,secondary,cellular,172,no,no,0,NA,151,0,0
4423,72,retired,married,tertiary,telephone,3561,no,no,7,high,511,971.99,0
4424,36,admin.,single,tertiary,NA,1568,no,no,0,NA,433,0,0
4425,24,student,single,secondary,NA,82,yes,no,0,NA,204,0,0
4426,39,blue-collar,married,primary,NA,1411,yes,no,0,NA,625,0,0
4427,41,entrepreneur,divorced,tertiary,NA,-413,yes,no,0,NA,170,0,0
4428,32,blue-collar,single,secondary,cellular,2746,no,no,0,NA,432,0,0
4429,45,retired,married,primary,NA,0,no,no,0,NA,290,0,0
4430,42,admin.,single,secondary,NA,336,yes,no,0,NA,46,0,0
4431,32,blue-collar,divorced,primary,cellular,4805,no,yes,0,NA,138,0,0
4432,51,management,married,primary,NA,57,yes,yes,0,NA,61,0,0
4433,47,admin.,married,secondary,NA,4923,no,no,0,NA,121,0,0
4434,51,admin.,married,tertiary,cellular,0,yes,yes,0,NA,124,0,0
4435,49,services,divorced,primary,telephone,400,yes,no,0,NA,64,0,0
4436,56,management,married,secondary,telephone,1502,no,no,0,NA,119,0,0
4437,29,management,married,tertiary,cellular,51,yes,no,0,NA,1319,265.31,0
4438,30,management,single,tertiary,cellular,102,yes,no,0,NA,364,297.76,0
4439,44,unemployed,divorced,secondary,cellular,2108,yes,no,1,NA,152,0,0
4440,39,management,married,tertiary,NA,2271,yes,no,0,NA,575,0,0
4441,37,self-employed,single,tertiary,NA,1549,no,no,0,NA,48,0,0
4442,51,housemaid,single,primary,cellular,723,no,no,0,NA,51,0,0
4443,29,services,single,tertiary,cellular,8947,yes,no,0,NA,535,0,0
4444,59,admin.,married,primary,cellular,879,yes,no,7,low,126,0,0
4445,32,management,single,secondary,cellular,1088,yes,no,2,high,317,365.51,0
4446,27,services,single,secondary,cellular,3977,no,no,0,NA,108,0,0
4447,36,management,single,tertiary,NA,6450,yes,no,0,NA,101,0,0
4448,41,technician,married,secondary,NA,261,no,yes,0,NA,222,0,0
4449,25,services,single,NA,cellular,342,no,no,0,NA,281,0,0
4450,51,management,divorced,tertiary,NA,1267,yes,no,0,NA,254,0,0
4451,52,admin.,married,secondary,NA,1933,yes,no,0,NA,153,0,0
4452,28,management,single,secondary,cellular,265,yes,no,0,NA,194,0,0
4453,37,admin.,single,secondary,NA,124,yes,no,0,NA,635,0,0
4454,43,management,married,tertiary,cellular,79,no,no,0,NA,640,281.35,0
4455,57,services,married,primary,telephone,1728,yes,no,0,NA,164,0,0
4456,55,management,married,tertiary,cellular,0,yes,yes,0,NA,187,0,0
4457,29,unemployed,married,tertiary,cellular,53,no,no,0,NA,128,0,0
4458,37,admin.,single,tertiary,cellular,3954,yes,no,2,low,87,0,0
4459,54,management,divorced,tertiary,cellular,1288,no,no,0,NA,515,0,0
4460,35,management,single,tertiary,cellular,1599,yes,yes,0,NA,407,268.19,0
4461,57,retired,married,secondary,telephone,1044,no,no,2,high,585,457.66,0
4462,40,admin.,single,secondary,NA,1322,yes,no,0,NA,26,0,0
4463,38,blue-collar,single,primary,NA,1375,yes,no,0,NA,83,0,0
4464,46,blue-collar,married,primary,cellular,222,no,no,0,NA,71,0,0
4465,30,blue-collar,single,secondary,cellular,574,no,no,0,NA,11,0,0
4466,31,admin.,married,secondary,NA,89,no,no,0,NA,297,0,0
4467,37,services,married,secondary,NA,-24,yes,no,0,NA,147,0,0
4468,36,technician,divorced,tertiary,cellular,1023,yes,no,0,NA,189,0,0
4469,35,unemployed,divorced,tertiary,cellular,8903,yes,no,6,low,171,0,0
4470,44,blue-collar,single,secondary,NA,-215,yes,no,0,NA,163,0,0
4471,33,management,divorced,secondary,cellular,106,no,no,0,NA,175,0,0
4472,31,unemployed,married,secondary,cellular,6,no,no,0,NA,121,233.78,0
4473,23,blue-collar,married,secondary,cellular,0,yes,no,0,NA,223,0,0
4474,53,services,divorced,tertiary,cellular,329,no,no,0,NA,189,0,0
4475,27,management,single,tertiary,cellular,405,yes,no,0,NA,129,0,0
4476,45,blue-collar,married,primary,NA,101,yes,no,0,NA,460,258.34,0
4477,59,management,married,tertiary,cellular,1,yes,no,0,NA,210,263.52,0
4478,41,management,married,secondary,cellular,6,no,no,0,NA,123,0,0
4479,28,self-employed,single,tertiary,cellular,0,yes,no,0,NA,479,0,0
4480,31,technician,single,secondary,cellular,3701,no,no,0,NA,709,0,0
4481,33,blue-collar,married,primary,NA,233,yes,no,0,NA,428,0,0
4482,57,retired,married,primary,NA,37,no,no,0,NA,259,0,0
4483,37,technician,single,secondary,cellular,194,yes,no,0,NA,144,0,0
4484,31,unemployed,single,secondary,cellular,3528,no,no,0,NA,132,0,0
4485,48,technician,married,secondary,NA,7373,yes,no,0,NA,126,0,0
4486,32,technician,single,secondary,cellular,3297,no,no,0,NA,99,0,0
4487,41,management,married,tertiary,cellular,328,yes,no,0,NA,65,0,0
4488,57,retired,divorced,primary,telephone,698,no,no,2,low,135,0,0
4489,36,blue-collar,single,primary,NA,20,yes,no,0,NA,87,0,0
4490,43,technician,married,primary,cellular,4844,yes,no,0,NA,434,0,0
4491,38,technician,single,tertiary,cellular,0,no,yes,0,NA,260,0,0
4492,39,admin.,married,tertiary,cellular,464,yes,no,0,NA,100,0,0
4493,55,unemployed,single,primary,NA,10183,no,no,0,NA,106,0,0
4494,31,blue-collar,single,NA,cellular,-340,yes,no,0,NA,520,0,0
4495,30,services,divorced,secondary,cellular,78,yes,no,0,NA,147,0,0
4496,37,admin.,single,secondary,cellular,115,no,no,4,low,236,0,0
4497,32,blue-collar,single,secondary,cellular,0,no,no,0,NA,271,0,0
4498,31,management,single,tertiary,cellular,350,no,no,0,NA,71,0,0
4499,54,management,married,secondary,telephone,2203,yes,no,0,NA,151,0,0
4500,33,technician,married,secondary,cellular,806,no,no,0,NA,108,402.37,0
4501,46,entrepreneur,married,secondary,cellular,145,yes,no,0,NA,236,0,0
4502,60,blue-collar,married,primary,NA,136,yes,no,0,NA,43,0,0
4503,43,technician,married,primary,cellular,-441,yes,no,0,NA,216,0,0
4504,38,blue-collar,single,NA,NA,241,yes,no,0,NA,172,0,0
4505,44,blue-collar,married,primary,NA,271,yes,yes,0,NA,94,0,0
4506,35,management,married,tertiary,cellular,105,yes,no,3,low,36,0,0
4507,58,management,married,tertiary,cellular,2142,yes,no,3,low,41,0,0
4508,72,admin.,married,primary,cellular,2321,no,no,12,low,221,708.75,0
4509,35,housemaid,married,tertiary,cellular,1265,yes,no,4,low,326,497.1,0
4510,44,technician,married,tertiary,cellular,184,yes,yes,2,NA,653,0,0
4511,35,technician,single,tertiary,NA,18,yes,yes,0,NA,111,0,0
4512,56,services,married,secondary,cellular,5486,yes,no,0,NA,251,0,0
4513,56,retired,married,secondary,cellular,393,no,yes,1,low,103,0,0
4514,33,unemployed,single,secondary,cellular,1173,no,no,0,NA,844,0,0
4515,29,admin.,married,secondary,cellular,795,yes,yes,0,NA,270,0,0
4516,38,technician,single,secondary,cellular,8381,no,no,1,low,82,0,0
4517,37,admin.,divorced,tertiary,cellular,-65,no,no,0,NA,226,0,0
4518,56,unemployed,married,secondary,NA,2552,yes,no,0,NA,176,0,0
4519,34,blue-collar,married,primary,cellular,1309,yes,no,1,low,456,0,0
4520,57,technician,married,secondary,telephone,124,yes,no,12,low,296,0,0
4521,34,management,married,tertiary,cellular,520,yes,no,0,NA,1307,334.23,0
4522,30,blue-collar,married,secondary,NA,171,yes,no,0,NA,230,0,0
4523,49,management,single,tertiary,cellular,163,yes,no,3,low,281,0,0
4524,32,blue-collar,divorced,secondary,cellular,-289,yes,yes,0,NA,808,0,0
4525,46,services,married,primary,cellular,13118,no,no,0,NA,414,0,0
4526,50,management,married,tertiary,cellular,4278,no,no,0,NA,53,0,0
4527,47,technician,married,secondary,cellular,57,no,no,1,high,253,0,0
4528,59,management,married,tertiary,cellular,1308,no,no,0,NA,183,0,0
4529,31,technician,married,tertiary,cellular,165,no,no,0,NA,218,0,0
4530,58,NA,divorced,secondary,NA,3111,yes,no,0,NA,166,0,0
4531,58,blue-collar,married,secondary,cellular,144,no,yes,0,NA,71,0,0
4532,42,blue-collar,married,NA,telephone,732,yes,no,1,low,33,0,0
4533,34,blue-collar,married,secondary,NA,1298,yes,no,0,NA,120,0,0
4534,54,blue-collar,married,secondary,cellular,143,yes,no,5,low,278,0,0
4535,53,admin.,married,secondary,cellular,105,no,yes,0,NA,74,0,0
4536,32,blue-collar,married,secondary,cellular,290,yes,no,0,NA,150,0,0
4537,37,management,married,tertiary,cellular,26,no,no,0,NA,114,0,0
4538,27,student,single,tertiary,cellular,118,no,no,1,low,160,248.83,0
4539,35,management,married,tertiary,cellular,1725,yes,yes,7,low,180,0,0
4540,34,student,single,tertiary,cellular,873,yes,no,0,NA,267,0,0
4541,35,blue-collar,married,secondary,cellular,450,no,no,0,NA,95,0,0
4542,42,housemaid,divorced,tertiary,cellular,364,no,no,0,NA,52,0,0
4543,50,blue-collar,married,primary,cellular,19,no,no,0,NA,103,0,0
4544,38,admin.,married,secondary,NA,215,yes,yes,0,NA,173,0,0
4545,34,admin.,married,secondary,NA,1671,no,no,0,NA,160,0,0
4546,45,services,single,primary,NA,1893,yes,no,0,NA,1259,445.14,0
4547,37,admin.,married,secondary,NA,766,yes,no,0,NA,123,0,0
4548,37,technician,married,secondary,cellular,0,yes,no,0,NA,1288,239.7,0
4549,47,blue-collar,married,primary,cellular,269,yes,no,0,NA,145,0,0
4550,48,blue-collar,married,secondary,telephone,305,no,no,0,NA,169,0,0
4551,24,blue-collar,single,secondary,NA,77,yes,no,0,NA,236,0,0
4552,37,management,married,tertiary,cellular,785,yes,no,0,NA,219,0,0
4553,38,NA,married,NA,telephone,653,no,no,0,NA,17,0,0
4554,25,management,single,tertiary,cellular,1098,yes,yes,0,NA,425,0,0
4555,36,self-employed,married,tertiary,NA,16430,yes,no,0,NA,197,0,0
4556,61,retired,married,secondary,cellular,2011,no,no,2,low,292,0,0
4557,29,student,single,secondary,NA,948,yes,no,0,NA,75,0,0
4558,41,technician,single,secondary,NA,28,no,no,0,NA,51,0,0
4559,36,entrepreneur,single,secondary,cellular,475,no,no,0,NA,141,0,0
4560,62,NA,married,secondary,telephone,367,no,no,5,low,221,0,0
4561,40,technician,single,secondary,cellular,556,yes,no,1,low,234,0,0
4562,30,admin.,married,secondary,cellular,60,no,yes,0,NA,61,0,0
4563,48,blue-collar,married,primary,cellular,3020,no,no,0,NA,645,0,0
4564,35,technician,divorced,NA,cellular,-11,yes,yes,0,NA,24,0,0
4565,41,management,married,tertiary,cellular,30,yes,no,6,low,101,0,0
4566,32,services,married,secondary,cellular,15,yes,no,0,NA,391,0,0
4567,32,management,married,tertiary,NA,500,yes,no,0,NA,24,0,0
4568,54,admin.,married,secondary,telephone,263,no,yes,7,low,283,0,0
4569,52,self-employed,married,secondary,cellular,3720,no,no,0,NA,114,0,0
4570,53,entrepreneur,married,tertiary,NA,22370,yes,no,0,NA,106,0,0
4571,49,admin.,single,primary,cellular,655,yes,no,0,NA,32,0,0
4572,49,management,married,tertiary,NA,92,yes,no,0,NA,221,0,0
4573,55,retired,divorced,secondary,cellular,2204,no,no,1,low,261,451.87,0
4574,52,housemaid,married,primary,cellular,994,no,no,0,NA,188,0,0
4575,37,blue-collar,married,secondary,cellular,0,yes,no,5,NA,169,0,0
4576,32,technician,single,secondary,cellular,493,no,no,0,NA,289,0,0
4577,38,admin.,single,secondary,cellular,569,yes,yes,2,low,164,0,0
4578,70,retired,married,secondary,telephone,1164,no,no,2,low,338,0,0
4579,32,management,single,tertiary,cellular,8436,yes,no,2,low,245,0,0
4580,35,technician,single,tertiary,NA,1455,yes,no,0,NA,70,0,0
4581,34,technician,divorced,secondary,cellular,0,yes,yes,2,NA,110,0,0
4582,40,admin.,married,secondary,NA,457,no,no,0,NA,9,0,0
4583,46,management,married,tertiary,cellular,1388,no,no,0,NA,515,0,0
4584,46,unemployed,divorced,primary,cellular,23,no,no,0,NA,344,0,0
4585,60,blue-collar,married,secondary,NA,0,no,yes,0,NA,124,0,0
4586,50,blue-collar,married,primary,NA,1533,yes,no,0,NA,325,0,0
4587,43,technician,married,secondary,cellular,1650,no,no,0,NA,154,0,0
4588,31,management,married,tertiary,NA,827,no,no,0,NA,38,0,0
4589,52,blue-collar,married,primary,cellular,306,no,no,0,NA,223,325.51,0
4590,55,services,divorced,secondary,cellular,322,yes,no,0,NA,342,0,0
4591,30,services,single,secondary,NA,187,yes,no,0,NA,110,0,0
4592,46,blue-collar,married,secondary,cellular,689,no,no,0,NA,121,0,0
4593,29,student,single,secondary,cellular,3872,yes,no,0,NA,453,0,0
4594,58,blue-collar,married,primary,NA,0,yes,no,0,NA,535,0,0
4595,33,technician,single,secondary,cellular,3499,yes,no,1,NA,143,0,0
4596,37,blue-collar,married,primary,NA,0,yes,no,0,NA,129,0,0
4597,46,technician,married,secondary,cellular,6993,yes,no,1,high,326,0,0
4598,22,student,single,secondary,cellular,0,no,no,0,NA,229,251.68,0
4599,55,blue-collar,married,primary,NA,5109,no,no,0,NA,55,0,0
4600,26,management,single,tertiary,cellular,2725,no,no,0,NA,267,0,0
4601,32,management,married,tertiary,cellular,2,no,no,0,NA,82,0,0
4602,34,admin.,single,secondary,NA,1504,yes,no,0,NA,395,0,0
4603,26,management,single,tertiary,cellular,222,no,no,2,high,247,277.92,0
4604,35,technician,married,secondary,cellular,-195,no,no,0,NA,309,0,0
4605,38,admin.,married,secondary,cellular,257,yes,no,0,NA,10,0,0
4606,42,technician,married,tertiary,cellular,1397,yes,no,0,NA,135,0,0
4607,48,management,married,NA,NA,598,no,no,0,NA,152,0,0
4608,32,technician,divorced,tertiary,cellular,3628,no,no,0,NA,130,0,0
4609,64,housemaid,married,primary,telephone,67,no,no,1,low,86,0,0
4610,30,technician,single,tertiary,cellular,290,no,no,0,NA,485,0,0
4611,44,management,single,tertiary,telephone,617,no,no,0,NA,30,0,0
4612,29,management,single,tertiary,cellular,36252,yes,no,0,NA,501,3871.07,0
4613,31,technician,single,tertiary,cellular,252,no,no,0,NA,107,282.55,0
4614,54,management,single,tertiary,cellular,2081,no,no,0,NA,147,0,0
4615,36,technician,married,secondary,cellular,377,yes,yes,0,NA,135,0,0
4616,44,entrepreneur,single,tertiary,cellular,1240,yes,no,0,NA,88,0,0
4617,31,management,divorced,tertiary,cellular,416,no,no,0,NA,33,0,0
4618,31,management,single,tertiary,telephone,1724,yes,no,1,low,152,0,0
4619,37,blue-collar,married,primary,cellular,1222,yes,no,0,NA,206,0,0
4620,25,technician,single,secondary,NA,1400,yes,yes,0,NA,424,0,0
4621,45,entrepreneur,married,secondary,cellular,242,no,yes,4,low,510,0,0
4622,54,services,married,secondary,NA,88,yes,no,0,NA,190,0,0
4623,26,services,single,secondary,cellular,256,yes,no,0,NA,101,0,0
4624,47,blue-collar,married,secondary,NA,4403,yes,yes,0,NA,81,0,0
4625,38,blue-collar,divorced,secondary,NA,-2093,yes,yes,0,NA,120,0,0
4626,33,management,single,tertiary,cellular,7084,no,no,0,NA,512,973.36,0
4627,51,technician,married,tertiary,NA,1911,yes,yes,0,NA,394,0,0
4628,53,management,married,tertiary,cellular,8093,no,no,0,NA,93,0,0
4629,48,management,married,secondary,cellular,-876,no,yes,0,NA,6,0,0
4630,37,management,married,tertiary,cellular,4357,no,no,0,NA,548,0,0
4631,34,management,married,tertiary,cellular,3301,yes,no,6,high,164,931.85,0
4632,25,admin.,married,secondary,cellular,18,yes,no,0,NA,225,0,0
4633,39,blue-collar,married,secondary,telephone,1439,yes,no,0,NA,73,0,0
4634,26,management,single,tertiary,cellular,1438,no,no,1,NA,321,377.45,0
4635,52,services,married,secondary,cellular,2993,no,no,0,NA,96,0,0
4636,35,student,divorced,primary,cellular,2755,yes,no,3,NA,177,0,0
4637,28,student,single,tertiary,cellular,844,no,no,0,NA,551,325.43,0
4638,44,entrepreneur,married,secondary,NA,0,no,no,0,NA,211,0,0
4639,29,technician,single,secondary,NA,3313,yes,no,0,NA,18,0,0
4640,34,management,single,tertiary,cellular,171,yes,no,1,low,191,0,0
4641,52,admin.,married,secondary,cellular,786,yes,no,0,NA,164,0,0
4642,35,management,single,tertiary,NA,550,yes,no,0,NA,55,0,0
4643,59,unemployed,single,NA,cellular,541,no,no,0,NA,645,0,0
4644,51,blue-collar,married,secondary,cellular,2918,no,no,0,NA,193,0,0
4645,41,technician,married,secondary,NA,288,yes,no,0,NA,221,0,0
4646,39,student,single,tertiary,cellular,2103,no,no,0,NA,588,468.53,0
4647,52,blue-collar,married,primary,cellular,1331,yes,no,0,NA,213,0,0
4648,80,retired,married,primary,cellular,1468,no,no,3,high,256,0,0
4649,33,blue-collar,married,primary,cellular,41,yes,no,0,NA,173,0,0
4650,25,blue-collar,married,secondary,NA,53,yes,no,0,NA,331,0,0
4651,55,admin.,married,secondary,telephone,356,no,no,0,NA,554,0,0
4652,38,blue-collar,married,primary,NA,298,no,no,0,NA,147,0,0
4653,55,housemaid,married,primary,cellular,0,no,no,0,NA,984,0,0
4654,39,entrepreneur,married,tertiary,cellular,942,yes,no,1,NA,880,437.41,0
4655,32,services,married,secondary,NA,2796,yes,no,0,NA,143,0,0
4656,56,blue-collar,married,secondary,NA,337,yes,no,0,NA,99,0,0
4657,33,management,married,tertiary,cellular,1323,no,no,0,NA,327,515.86,0
4658,41,blue-collar,divorced,primary,cellular,169,yes,no,0,NA,71,0,0
4659,52,management,single,tertiary,cellular,83,no,no,0,NA,1223,264.59,0
4660,60,retired,married,secondary,cellular,345,yes,yes,0,NA,129,0,0
4661,34,blue-collar,married,secondary,NA,-61,yes,no,0,NA,128,0,0
4662,38,housemaid,divorced,secondary,cellular,70,no,no,0,NA,263,224.59,0
4663,27,blue-collar,single,secondary,NA,-3,yes,no,0,NA,265,0,0
4664,42,blue-collar,married,primary,telephone,191,yes,no,1,low,382,0,0
4665,60,retired,married,primary,cellular,1216,no,no,0,NA,156,0,0
4666,41,blue-collar,single,secondary,NA,304,yes,no,0,NA,395,0,0
4667,30,management,single,tertiary,cellular,5389,no,no,0,NA,1456,802.45,0
4668,40,blue-collar,married,secondary,NA,273,yes,no,0,NA,1082,0,0
4669,54,admin.,married,secondary,cellular,1335,yes,no,0,NA,448,0,0
4670,47,blue-collar,married,primary,cellular,840,no,yes,0,NA,509,0,0
4671,38,management,married,tertiary,cellular,3724,yes,no,0,NA,23,0,0
4672,50,management,married,primary,cellular,1458,no,no,0,NA,92,0,0
4673,31,technician,single,NA,cellular,187,no,no,0,NA,86,0,0
4674,37,self-employed,married,secondary,NA,2235,no,no,0,NA,94,0,0
4675,59,retired,married,secondary,cellular,163,no,no,0,NA,464,0,0
4676,34,unemployed,married,tertiary,cellular,425,no,no,0,NA,289,0,0
4677,23,technician,married,secondary,NA,8254,yes,no,0,NA,409,0,0
4678,35,management,married,tertiary,cellular,0,yes,yes,0,NA,86,0,0
4679,46,unemployed,married,secondary,cellular,931,no,no,0,NA,156,0,0
4680,51,technician,married,secondary,cellular,-396,yes,no,0,NA,179,0,0
4681,34,technician,married,secondary,cellular,96,no,no,0,NA,113,0,0
4682,52,technician,divorced,primary,NA,1500,no,no,0,NA,148,0,0
4683,43,blue-collar,married,secondary,cellular,388,yes,yes,2,low,644,0,0
4684,37,technician,married,secondary,NA,1633,yes,no,0,NA,229,0,0
4685,36,management,married,tertiary,cellular,332,yes,no,0,NA,566,0,0
4686,35,unemployed,single,secondary,NA,295,no,no,0,NA,473,284.57,0
4687,59,management,married,secondary,cellular,0,no,yes,0,NA,60,0,0
4688,49,technician,single,secondary,cellular,0,yes,no,0,NA,223,0,0
4689,34,blue-collar,married,tertiary,cellular,17672,no,no,0,NA,548,0,0
4690,50,management,married,tertiary,cellular,346,no,no,0,NA,178,329.93,0
4691,37,services,married,secondary,NA,780,yes,no,0,NA,125,0,0
4692,43,blue-collar,married,secondary,cellular,902,yes,no,1,low,91,0,0
4693,58,blue-collar,divorced,primary,cellular,2246,yes,no,0,NA,294,0,0
4694,39,blue-collar,married,secondary,telephone,1309,no,yes,0,NA,37,0,0
4695,54,entrepreneur,married,tertiary,cellular,84,no,no,0,NA,34,0,0
4696,27,technician,single,tertiary,cellular,75,yes,yes,1,low,308,0,0
4697,46,management,married,tertiary,cellular,37,yes,no,0,NA,239,0,0
4698,39,management,married,tertiary,NA,2763,yes,no,0,NA,526,832.47,0
4699,35,technician,married,secondary,cellular,723,no,no,0,NA,324,0,0
4700,49,blue-collar,married,primary,cellular,-232,no,yes,0,NA,106,0,0
4701,33,admin.,married,secondary,telephone,89,no,no,0,NA,524,0,0
